Segkk0_pilon	13752	14559	comp4820_c0_seq1
Segkk0_pilon	26897	31239	comp8673_c0_seq1
Segkk0_pilon	31428	31864	comp14963_c0_seq1
Segkk0_pilon	32256	33735	comp42036_c0_seq1
Segkk0_pilon	36870	37109	comp45537_c0_seq1
Segkk0_pilon	37085	38889	comp55285_c0_seq1
Segkk0_pilon	40113	40389	comp85009_c0_seq1
Segkk0_pilon	40368	40647	comp61742_c0_seq1
Segkk0_pilon	40613	40856	comp85189_c0_seq1
Segkk0_pilon	40855	41090	comp66058_c0_seq1
Segkk0_pilon	41080	41501	comp54386_c0_seq1
Segkk0_pilon	42001	42285	comp58557_c0_seq1
Segkk0_pilon	42707	43190	comp12707_c0_seq1
Segkk0_pilon	43235	54290	comp15148_c0_seq1
Segkk0_pilon	59798	66000	comp23165_c0_seq1
Segkk0_pilon	66034	71077	comp13455_c0_seq1
Segkk0_pilon	71047	73328	comp11779_c0_seq1
Segkk0_pilon	73945	77461	comp4151_c0_seq1
Segkk0_pilon	77437	82465	comp7005_c0_seq1
Segkk0_pilon	87556	87906	comp33236_c0_seq1
Segkk0_pilon	88046	93919	comp26458_c0_seq1
Segkk0_pilon	88576	88794	comp76318_c0_seq1
Segkk0_pilon	93895	96555	comp18718_c0_seq1
Segkk0_pilon	103369	104086	comp84740_c0_seq1
Segkk0_pilon	105688	106462	comp58851_c0_seq1
Segkk0_pilon	108911	109544	comp62848_c0_seq1
Segkk0_pilon	110690	112342	comp66881_c0_seq1
Segkk0_pilon	115019	116498	comp59123_c0_seq1
Segkk0_pilon	118077	118287	comp33214_c0_seq1
Segkk0_pilon	118264	132668	comp35397_c0_seq1
Segkk0_pilon	133243	134442	comp43111_c0_seq1
Segkk0_pilon	135260	135532	comp71942_c0_seq1
Segkk0_pilon	139225	139973	comp28491_c0_seq1
Segkk0_pilon	140171	147715	comp26172_c0_seq1
Segkk0_pilon	140504	140754	comp74306_c0_seq1
Segkk0_pilon	140736	142008	comp48671_c0_seq1
Segkk0_pilon	147691	152335	comp54708_c0_seq1
Segkk0_pilon	152287	153136	comp47068_c0_seq1
Segkk0_pilon	154399	155368	comp38388_c0_seq1
Segkk0_pilon	155759	156465	comp57117_c0_seq1
Segkk0_pilon	158244	170374	comp21981_c0_seq1
Segkk0_pilon	171303	171588	comp52502_c0_seq1
Segkk0_pilon	173323	173585	comp72823_c0_seq1
Segkk0_pilon	174785	175386	comp91618_c0_seq1
Segkk0_pilon	175365	175792	comp85935_c0_seq1
Segkk0_pilon	176261	177284	comp69523_c0_seq1
Segkk0_pilon	178502	179722	comp69278_c0_seq1
Segkk0_pilon	180053	181995	comp46122_c0_seq1
Segkk0_pilon	181960	185426	comp45486_c0_seq1
Segkk0_pilon	186446	189053	comp57700_c0_seq1
Segkk0_pilon	189029	190226	comp54405_c0_seq1
Segkk0_pilon	190247	190663	comp45791_c0_seq1
Segkk0_pilon	190749	191029	comp45828_c0_seq1
Segkk0_pilon	193573	194008	comp57048_c0_seq1
Segkk0_pilon	194811	199576	comp46384_c0_seq1
Segkk0_pilon	199556	205822	comp37191_c0_seq1
Segkk0_pilon	205798	206169	comp32547_c0_seq1
Segkk0_pilon	206152	206969	comp23361_c0_seq1
Segkk0_pilon	211066	211369	comp53959_c0_seq1
Segkk0_pilon	212433	213098	comp60150_c0_seq1
Segkk1001_pilon	8729	8938	comp29158_c0_seq1
Segkk1001_pilon	9106	9524	comp22459_c0_seq1
Segkk1001_pilon	9617	10016	comp34445_c0_seq1
Segkk1001_pilon	33121	33433	comp24802_c0_seq1
Segkk1003_pilon	139687	157644	comp6870_c0_seq1
Segkk1003_pilon	157611	157864	comp11801_c0_seq1
Segkk1003_pilon	177838	282380	comp17195_c0_seq1
Segkk1003_pilon	211750	248389	comp30175_c0_seq1
Segkk1003_pilon	260109	277470	comp1367_c0_seq1
Segkk1003_pilon	276323	276565	comp65930_c0_seq1
Segkk1003_pilon	276804	277180	comp63276_c0_seq1
Segkk1003_pilon	281551	281812	comp27933_c0_seq1
Segkk1003_pilon	302358	319561	comp3484_c0_seq1
Segkk1003_pilon	320010	320200	comp60577_c0_seq1
Segkk1003_pilon	369969	399578	comp82955_c0_seq1
Segkk1003_pilon	535307	535534	comp83069_c0_seq1
Segkk1003_pilon	564890	565155	comp83943_c0_seq1
Segkk1004_pilon	4544	4866	comp83583_c0_seq1
Segkk1005_pilon	6035	7451	comp22864_c0_seq1
Segkk1005_pilon	21625	26029	comp81923_c0_seq1
Segkk1005_pilon	26549	29626	comp66795_c0_seq1
Segkk1006_pilon	1695	5302	comp23836_c0_seq1
Segkk1006_pilon	5278	17824	comp22901_c0_seq1
Segkk1007_pilon	8113	11450	comp65491_c0_seq1
Segkk1008_pilon	7529	7860	comp34041_c0_seq1
Segkk1008_pilon	7985	8161	comp41975_c0_seq1
Segkk100_pilon	1648	3200	comp32287_c0_seq1
Segkk100_pilon	4170	6361	comp54506_c0_seq1
Segkk100_pilon	6828	9771	comp41097_c0_seq1
Segkk100_pilon	9749	11925	comp39251_c0_seq1
Segkk100_pilon	11905	14475	comp34497_c0_seq1
Segkk100_pilon	14451	16123	comp33458_c0_seq1
Segkk100_pilon	16168	21199	comp22198_c0_seq1
Segkk1010_pilon	3037	21530	comp13808_c0_seq1
Segkk1010_pilon	21506	33467	comp18968_c0_seq1
Segkk1010_pilon	28091	28316	comp82851_c0_seq1
Segkk1010_pilon	36941	39568	comp4487_c1_seq1
Segkk1010_pilon	39544	47752	comp4899_c0_seq1
Segkk1010_pilon	50382	50585	comp26740_c0_seq1
Segkk1010_pilon	50801	51047	comp19137_c0_seq1
Segkk1010_pilon	51023	51553	comp28439_c0_seq1
Segkk1010_pilon	51535	52196	comp21033_c0_seq1
Segkk1010_pilon	52201	52423	comp25866_c0_seq1
Segkk1010_pilon	52327	53336	comp15588_c0_seq1
Segkk1010_pilon	52996	53257	comp33833_c0_seq1
Segkk1010_pilon	58172	63492	comp52810_c0_seq1
Segkk1010_pilon	63618	63842	comp68466_c0_seq1
Segkk1010_pilon	63824	66138	comp32165_c0_seq1
Segkk1010_pilon	66168	71012	comp17830_c0_seq1
Segkk1010_pilon	71156	71584	comp25439_c0_seq1
Segkk1010_pilon	71940	75733	comp2807_c0_seq1
Segkk1010_pilon	76621	89034	comp3584_c0_seq1
Segkk1010_pilon	77103	77325	comp91958_c0_seq1
Segkk1010_pilon	90840	91069	comp68360_c0_seq1
Segkk1010_pilon	91046	91566	comp45929_c0_seq1
Segkk1010_pilon	91537	92041	comp44540_c0_seq1
Segkk1010_pilon	92017	92562	comp33579_c0_seq1
Segkk1010_pilon	92538	93294	comp14136_c0_seq1
Segkk1010_pilon	96443	98733	comp28972_c0_seq1
Segkk1010_pilon	101037	109265	comp1682_c0_seq1
Segkk1010_pilon	103119	103387	comp49683_c0_seq1
Segkk1010_pilon	138823	143952	comp39798_c0_seq1
Segkk1010_pilon	143818	148618	comp3647_c0_seq1
Segkk1010_pilon	144880	145334	comp75925_c0_seq1
Segkk1010_pilon	145313	145544	comp81171_c0_seq1
Segkk1010_pilon	145614	145837	comp88349_c0_seq1
Segkk1010_pilon	145848	146080	comp88220_c0_seq1
Segkk1010_pilon	147058	147390	comp64072_c0_seq1
Segkk1010_pilon	148594	149770	comp1258_c0_seq1
Segkk1010_pilon	149763	150241	comp2890_c0_seq1
Segkk1010_pilon	158083	164741	comp811_c0_seq1
Segkk1010_pilon	164939	167182	comp32799_c0_seq1
Segkk1010_pilon	167246	173818	comp21495_c0_seq1
Segkk1010_pilon	174103	178700	comp18287_c0_seq1
Segkk1011_pilon	13702	22085	comp79413_c0_seq1
Segkk1011_pilon	20254	20441	comp46936_c0_seq1
Segkk1011_pilon	23428	23623	comp95794_c0_seq1
Segkk1011_pilon	23801	24065	comp84505_c0_seq1
Segkk1011_pilon	34286	34569	comp95327_c0_seq1
Segkk1011_pilon	36496	36844	comp68633_c0_seq1
